eventType,eventTimestamp,executionID,orderID,instrumentID,side,quantity,price,trader,venueID,assetClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.13D21:30:29.005000000,UTV/20160407/577501019,UTV/20160407/577501019,USM7,B,100000,1.3501,REF_FD111TraderID,GCBOT,EQUITIES_EXCH_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.13D21:40:29.008000000,UTV/20160407/577501020,UTV/20160407/577501020,USM7,S,100000,1.3502,REF_FD111TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D20:30:29.004000000,UTV/20160407/577501024,UTV/20160407/577501024,USM5,B,100000,1.35,REF_FD999TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D21:30:29.005000000,UTV/20160407/577501025,UTV/20160407/577501025,USM5,B,100000,1.3501,REF_FD999TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D21:40:29.008000000,UTV/20160407/577501026,UTV/20160407/577501026,USM5,S,100000,1.3502,REF_FD888TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D20:30:29.004000000,UTV/20160407/577501021,UTV/20160407/577501021,USM6,B,100000,1.35,REF_FD888TraderID,GXAAA,EQUITIES_EXCH_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D21:30:29.005000000,UTV/20160407/577501022,UTV/20160407/577501022,USM6,B,100000,1.3501,REF_FD888TraderID,GXAAA,EQUITIES_EXCH_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D21:40:29.008000000,UTV/20160407/577501023,UTV/20160407/577501023,USM6,S,100000,1.3502,REF_FD888TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D20:30:29.004000000,UTV/20160407/577501027,UTV/20160407/577501027,USM7,B,100000,1.35,REF_FD999TraderID,GCBOT,EQUITIES_EXCH_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D21:30:29.005000000,UTV/20160407/577501028,UTV/20160407/577501028,USM7,B,100000,1.3501,REF_FD111TraderID,GCBOT,EQUITIES_EXCH_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.14D21:40:29.008000000,UTV/20160407/577501029,UTV/20160407/577501029,USM7,S,100000,1.3502,REF_FD111TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D20:30:29.000000000,UTV/TT-A30NWKK322G0B0O0O00000016-296401,TT-orderID1,FUT-FS1-2018.04--0-FIXSYSTEMS2,B,100000,1.35,FDTrader5,,FX_OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D20:30:29.010000000,UTV/TT-A30NWKK322G0B0O0O00000016-296401,TT-orderID2,FUT-FS1-2018.04--0-FIXSYSTEMS2,B,200000,1.3501,FDTrader5,,FX_OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:40:29.010000000,UTV/TT-A30NWKK322G0B0O0O00000016-296401,TT-orderID3,FUT-FS1-2018.04--0-FIXSYSTEMS2,S,4000000,1.3502,FDTrader5,,FX_OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D20:30:29.004000000,UTV/20160407/577501033,UTV/20160407/577501033,USM5,B,100000,1.35,REF_FD999TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:30:29.005000000,UTV/20160407/577501034,UTV/20160407/577501034,USM5,B,250000,1.3501,REF_FD999TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:40:29.008000000,UTV/20160407/577501035,UTV/20160407/577501035,USM5,S,3000000,1.3502,REF_FD888TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D20:30:29.004000000,UTV/20160407/577501030,UTV/20160407/577501030,USM6,B,100000,1.35,REF_FD888TraderID,GXAAA,EQUITIES_EXCH_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:30:29.005000000,UTV/20160407/577501031,UTV/20160407/577501031,USM6,B,200000,1.3501,REF_FD888TraderID,GXAAA,EQUITIES_EXCH_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:40:29.008000000,UTV/20160407/577501032,UTV/20160407/577501032,USM6,S,4000000,1.3502,REF_FD888TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D20:30:29.004000000,UTV/20160407/577501036,UTV/20160407/577501036,USM7,B,1000000,1.35,REF_FD999TraderID,GCBOT,EQUITIES_EXCH_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:30:29.005000000,UTV/20160407/577501037,UTV/20160407/577501037,USM7,B,1250000,1.3501,REF_FD111TraderID,GCBOT,EQUITIES_EXCH_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.04.15D21:40:29.008000000,UTV/20160407/577501038,UTV/20160407/577501038,USM7,S,3000000,1.3502,REF_FD111TraderID,GCBOX,EQUITIES_EXCH_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
