instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
XYZ,2016.04.25D09:59:30.000000000,ISL-OID0,SL,new,B,99.75,99.9,,125,125,,REF_FDTrader,FDBkr0,FDAccount0,,GCBOT,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID0,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,125,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID3,843386990092 ZBM6,,,FDBkr0,UBS,BBG_TRADEBOOK-FDTrader,GUI-FDTrader-FDAccount0-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:03:05.000000000,ISL-OID1,SL,filled,B,102.45,102,,1000,0,,REF_FDTrader,FDBkr1,FDAccount1,,GCBOT,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID1,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,500,,,500,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID6B,843386990092 ZBM6,,,FDBkr1,UBS,BBG_TRADEBOOK-FDTrader,GUI-FDTrader-FDAccount1-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:03:10.000000000,ISL-OID6B,SL,new,S,102.5,101,,5000,5000,,REF_FDTrader,FDBkr6,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID6B,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,5000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID12,843386990092 ZBM6,,,FDBkr6,UBS,BBG_TRADEBOOK-FDTrader,GUI-FDTrader-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:03:15.000000000,ISL-OID7,SL,new,B,102.75,102.75,,200,200,,REF_FDTrader1,FDBkr7,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID7,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,200,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID7,843386990092 ZBM6,,,FDBkr7,UBS,BBG_TRADEBOOK-FDTrader1,GUI-FDTrader1-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:03:20.000000000,ISL-OID7,SL,filled,B,102.75,102.75,,200,0,,REF_FDTrader1,FDBkr7,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID7,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,200,,,200,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID7,843386990092 ZBM6,,,FDBkr7,UBS,BBG_TRADEBOOK-FDTrader1,GUI-FDTrader1-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:03:50.000000000,ISL-OID8,SL,new,S,101.8,101.75,,300,300,,REF_FDTrader2,FDBkr8,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID8,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,300,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID8,843386990092 ZBM6,,,FDBkr8,UBS,BBG_TRADEBOOK-FDTrader2,GUI-FDTrader2-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:04:00.000000000,ISL-OID8,SL,filled,S,101.8,101.75,,300,0,,REF_FDTrader2,FDBkr8,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID8,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,300,,,300,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID8,843386990092 ZBM6,,,FDBkr8,UBS,BBG_TRADEBOOK-FDTrader2,GUI-FDTrader2-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:04:20.000000000,ISL-OID9,SL,new,S,101.6,101.5,,2000,2000,,REF_FDTrader3,FDBkr9,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID9,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID9,843386990092 ZBM6,,,FDBkr9,UBS,BBG_TRADEBOOK-FDTrader3,GUI-FDTrader3-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:04:40.000000000,ISL-OID9,SL,filled,S,101.6,101.5,,2000,0,,REF_FDTrader3,FDBkr9,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID9,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID9,843386990092 ZBM6,,,FDBkr9,UBS,BBG_TRADEBOOK-FDTrader3,GUI-FDTrader3-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:05:00.000000000,ISL-OID10,SL,new,S,101.25,101.2,,500,500,,REF_FDTrader4,FDBkr10,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID10,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,500,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID10,843386990092 ZBM6,,,FDBkr10,UBS,BBG_TRADEBOOK-FDTrader4,GUI-FDTrader4-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:05:20.000000000,ISL-OID10,SL,filled,S,101.25,101.2,,500,0,,REF_FDTrader4,FDBkr10,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID10,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,500,,,500,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID10,843386990092 ZBM6,,,FDBkr10,UBS,BBG_TRADEBOOK-FDTrader4,GUI-FDTrader4-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:05:40.000000000,ISL-OID11,SL,new,S,101,101,,2500,2500,,REF_FDTrader,FDBkr11,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID11,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,2500,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID11,843386990092 ZBM6,,,FDBkr11,UBS,BBG_TRADEBOOK-FDTrader,GUI-FDTrader-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:06:00.000000000,ISL-OID11,SL,filled,S,101,101,,2500,2400,,REF_FDTrader,FDBkr11,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID11,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,100,,,100,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID11,843386990092 ZBM6,,,FDBkr11,UBS,BBG_TRADEBOOK-FDTrader,GUI-FDTrader-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:06:10.000000000,ISL-OID6B,SL,filled,S,100.65,101,,5000,0,,REF_FDTrader,FDBkr6,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID6B,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,5000,,,5000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID12,843386990092 ZBM6,,,FDBkr6,UBS,BBG_TRADEBOOK-FDTrader,GUI-FDTrader-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
XYZ,2016.04.25D10:06:20.000000000,ISL-OID12,SL,new,S,100.25,100.35,,3000,3000,,REF_FDTrader6,FDBkr11,FDAccount,,GCBOX,COMM_EXCH,OPT,,,,2016.04.25,BBG_TRADEBOOK,ISL-OID12,,GFD,agency,2018.10.25D01:40:32.187858000,,,XYZIDTK,,,XYZIDTK,Comdty,BBG_TRADEBOOK-Comdty-OPT,,,3000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOX,GCBOX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-InappStopLoss_DL_20160425.csv.gz,tradeID13,843386990092 ZBM6,,,FDBkr11,UBS,BBG_TRADEBOOK-FDTrader6,GUI-FDTrader6-FDAccount-XYZ,10540,,,,,,,,,,,MSG:; orderType:SL,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
