instrumentID,eventTimestamp,executionID,eventType,orderID,side,price,strikePrice,quantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,tradeSystem,settlementDate,counterparty,underlyingInstrumentID,orderPlatform,tradePlatform,legalEntity,optionCallPut,internalTimestamp,sendingTime,tradeTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,multiLegReportingType,parentStrategyType,priceType,markup,markupRateToBase,val,qtyType,ccy,ccyKey,qty1,ccy1,ccy1Key,qty2,ccy2,ccy2Key,feeCcy,transStatus,reversalIndicator,internalTrade,matchType,trdType,crossType,secondaryTrdType,aggressorIndicator,venueKey,venueSegment,venueType,orderPlatformKey,tradingPlatformInstance,sourceConnection,tradeIDversion,secondaryTradeID,origTradeID,structureID,tradeLinkID,sourceTradeID,sourceTradeLinkID,platformTradeID,platformTradeLinkID,tradeDate,tradeInputDate,valueDate,settlType,settlMethod,quoteID,olink,qlink,udflink,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntityKey,salesID,salesIDKey,userIDKey,revUserID,revUserIDKey,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,payFrequency,receiveFrequency,payRollConvention,receiveRollConvention,payProjectionCurve,receiveProjectionCurve,payDiscountCurve,receiveDiscountCurve,payCalendar,receiveCalendar,payDayCountConvention,receiveDayCountConvention,couponRate,payCouponType,receiveCouponType,payType,calendarType,rateCode,rate,deliveryIndex,closingIndexValue,optionCallPut,optPayout,optPayoutType,capPrice,floorPrice,strikeMultiplier,strikePriceBoundaryMethod,complexEventType,complexEventPrice,complexEventCondition,complexOptPayoutAmount,complexEventStartDate,complexEventEndDate,quality,publicationIndicator,flag,validationKey,possDupFlag,origTransType,lastOperationSubType,underlyingKey,refObligation
AAAA11111111,2015.04.28D09:00:31.000000000,BTS-2015.04.28-111222,new,111222,S,30,,100,,REF_BTS_TraderID_10,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:39.084920000,,2015.04.28D06:54:00.000000000,1,,AAAA11111111,,ISIN_AAAA11111111,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,3000,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150428_parkingBTSTest.5,,,111222,,0,,,,,2015.04.28,,,,,,,,,,,BTS-FDTID10,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150428_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME3,2015.04.29D00:58:11.000000000,BTS-2015.04.29-200109,new,200109,B,100,,2500000,,REF_BTS_FDTrader_3,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY3 ,,,BTS-BTS,,,2018.10.25D02:08:35.926337000,,2015.04.29D00:58:00.000000000,1,,FIXEDINCOME3,,ISIN_FIXEDINCOME3,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,2500000,,USD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150429_parkingDay2.5,,,200109,,200109,,,,,2015.04.29,,,,,,,,,,A,BTS-FI_TID3,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY3,,LN FI_CTRPY3        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150429_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA11111111,2015.04.30D13:03:32.000000000,BTS-2015.04.30-111999,new,111999,B,31.75,,95,,REF_BTS_TraderID_10,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA11111111,,ISIN_AAAA11111111,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,3016.25,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,111999,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID10,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA11111111,2015.04.30D13:33:32.000000000,BTS-2015.04.30-222111,new,222111,B,32.01,,30,,REF_BTS_TraderID_10,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA11111111,,ISIN_AAAA11111111,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,960.3,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,222111,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID10,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA11111111,2015.04.30D15:45:02.000000000,BTS-2015.04.30-222222,new,222222,B,32.55,,75,,REF_BTS_TraderID_10,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA11111111,,ISIN_AAAA11111111,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,2441.25,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,222222,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID10,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA22222222,2015.04.30D08:00:31.000000000,BTS-2015.04.30-111444,new,111444,S,30,,100,,REF_BTS_FDTrader_20,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA22222222,,ISIN_AAAA22222222,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,3000,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,111444,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID20,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA22222222,2015.04.30D08:03:32.000000000,BTS-2015.04.30-111555,new,111555,S,29.5,,105,,REF_BTS_FDTrader_20,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA22222222,,ISIN_AAAA22222222,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,3097.5,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,111555,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID20,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA22222222,2015.04.30D14:03:32.000000000,BTS-2015.04.30-111666,new,111666,B,31.75,,95,,REF_BTS_FDTrader_20,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA22222222,,ISIN_AAAA22222222,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,3016.25,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,111666,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID20,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA22222222,2015.04.30D14:33:32.000000000,BTS-2015.04.30-111777,new,111777,B,32.01,,30,,REF_BTS_FDTrader_20,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA22222222,,ISIN_AAAA22222222,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,960.3,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,111777,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID20,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
AAAA22222222,2015.04.30D15:20:02.000000000,BTS-2015.04.30-111888,new,111888,B,32.55,,75,,REF_BTS_FDTrader_20,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,AAAAAAAAA ,,ION,BTS-BTS,,,2018.10.25D02:07:54.132255000,,2015.04.30D06:54:00.000000000,1,,AAAA22222222,,ISIN_AAAA22222222,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,2441.25,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext.150430_parkingBTSTest.5,,,111888,,0,,,,,2015.04.30,,,,,,,,,,,BTS-FDTID20,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-AAAAAAAAA,,LN AAAAAAAAA        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME1,2015.04.30D06:54:01.000000000,BTS-2015.04.30-300049,cancelled,300049,B,106.05,,1740000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,ION,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D06:54:00.000000000,2,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1845270,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300049,,300049,,,,,2015.04.30,,,,,,,,,,,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,XTT,,,
FIXEDINCOME1,2015.04.30D06:55:10.000000000,BTS-2015.04.30-300050,new,300050,B,106.05,,1740000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D06:55:00.000000000,1,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1845270,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300050,,300050,,,,,2015.04.30,,,,,,,,,,A,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME1,2015.04.30D06:56:10.000000000,BTS-2015.04.30-300051,new,300051,B,106.05,,1740000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D06:56:00.000000000,1,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1845270,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300051,,300051,,,,,2015.04.30,,,,,,,,,,A,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME1,2015.04.30D06:57:01.000000000,BTS-2015.04.30-300050,cancelled,300050,B,106.05,,1740000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,ION,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D06:57:00.000000000,2,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1845270,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300050,,300050,,,,,2015.04.30,,,,,,,,,,,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,XTT,,,
FIXEDINCOME1,2015.04.30D06:58:01.000000000,BTS-2015.04.30-300051,cancelled,300051,B,106.05,,1740000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,ION,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D06:58:00.000000000,2,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1845270,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300051,,300051,,,,,2015.04.30,,,,,,,,,,,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,XTT,,,
FIXEDINCOME1,2015.04.30D06:59:10.000000000,BTS-2015.04.30-300052,new,300052,B,106.05,,1480000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D06:59:00.000000000,1,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1569540,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300052,,300052,,,,,2015.04.30,,,,,,,,,,A,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME1,2015.04.30D07:00:01.000000000,BTS-2015.04.30-300052,replaced,300052,B,106.05,,1490000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,ION,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D07:00:00.000000000,2,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1580145,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300052,,300052,,,,,2015.04.30,,,,,,,,,,,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,CTT,,,
FIXEDINCOME1,2015.04.30D07:01:10.000000000,BTS-2015.04.30-300053,new,300053,S,106,,1000000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D07:01:00.000000000,1,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1060000,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300053,,300053,,,,,2015.04.30,,,,,,,,,,A,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME1,2015.04.30D07:02:10.000000000,BTS-2015.04.30-300054,new,300054,S,107.05,,2000000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D07:02:00.000000000,1,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,2140000,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300054,,300054,,,,,2015.04.30,,,,,,,,,,A,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
FIXEDINCOME1,2015.04.30D07:03:01.000000000,BTS-2015.04.30-300053,replaced,300053,S,105.5,,495000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,ION,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D07:03:00.000000000,2,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,522225,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300053,,300053,,,,,2015.04.30,,,,,,,,,,,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,CTT,,,
FIXEDINCOME1,2015.04.30D07:04:01.000000000,BTS-2015.04.30-300054,replaced,300054,S,106.5,,1000000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY1 ,,ION,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D07:04:00.000000000,2,,FIXEDINCOME1,,ISIN_FIXEDINCOME1,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,1060500,,SGD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300054,,300054,,,,,2015.04.30,,,,,,,,,,,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY1,,LN FI_CTRPY1        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,CTT,,,
FIXEDINCOME2,2015.04.30D08:00:10.000000000,BTS-2015.04.30-300055,new,300055,B,105,,5000000,,REF_BTS_TraderID,,GBUKAAAA,,BTS,FI_OTC,BOND,,,,2022.09.01,BTS,BTS,2017.01.23,FI_CTRPY2 ,,,BTS-BTS,,,2018.10.25D02:08:50.693897000,,2015.04.30D08:00:00.000000000,1,,FIXEDINCOME2,,ISIN_FIXEDINCOME2,BTS-FI_OTC-BOND,BTS-FI_OTC-BOND,,,,,,5250000,,USD,,,,,,,,,,FALSE,FALSE,,,,,,BTS-BTS,,,,,f165fd1.ext5.150430_parkingDay3.5,,,300055,,300055,,,,,2015.04.30,,,,,,,,,,A,BTS-FI_TID1,BTS-GBUKAAAA,,AADDI10     ,BTS-AADDI10,,,,BTS-FI_CTRPY2,,LN FI_CTRPY2        ,,,Short Note 1: HHHHH; Short Note 3: 20160627; Short Note 4 Government; Long Note 1: HK_1111111; Long Note 3: ; Long Note 4: 00000010_20150430_08_0_BBG_BTS_AD_BOND_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,TT,,,
