eventType,eventTimestamp,orderID,instrumentID,side,quantity,price,trader,leavesQuantity,assetClass
new,2020.01.14D07:55:31.918467440,LO_oid584166,BARC.L,B,17507,180.48,,,
new,2020.01.14D07:55:31.918467440,LO_oid584167,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:55:50.310347925,LO_oid584301,BARC.L,B,17462,180.48,,,
new,2020.01.14D07:55:50.310347925,LO_oid584302,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:55:50.314348973,LO_oid584303,BARC.L,B,17328,180.48,,,
new,2020.01.14D07:55:50.314348973,LO_oid584304,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:55:55.338397893,LO_oid584331,BARC.L,B,18117,181.12,,,
new,2020.01.14D07:55:55.338397893,LO_oid584332,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:00.046485542,LO_oid584354,BARC.L,B,17328,180.48,,,
new,2020.01.14D07:56:00.046485542,LO_oid584355,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:04.734758055,LO_oid584390,BARC.L,B,18216,180.58,,,
new,2020.01.14D07:56:04.734758055,LO_oid584391,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:04.735364217,LO_oid584392,BARC.L,B,28436,180.66,,,
new,2020.01.14D07:56:04.735364217,LO_oid584393,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:27.061593028,LO_oid584646,BARC.L,B,18078,181.12,,,
new,2020.01.14D07:56:27.061593028,LO_oid584647,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:29.233669226,LO_oid584658,BARC.L,B,18078,181.12,,,
new,2020.01.14D07:56:29.233669226,LO_oid584659,BARC.L,S,22563,173.82,,,
new,2020.01.14D07:56:29.401614303,LO_oid584672,BARC.L,B,18080,181.12,,,
new,2020.01.14D07:56:29.401614303,LO_oid584673,BARC.L,S,22563,173.82,,,
new,2020.01.14D07:56:29.417631585,LO_oid584674,BARC.L,B,18085,181.12,,,
new,2020.01.14D07:56:29.417631585,LO_oid584675,BARC.L,S,22563,173.82,,,
new,2020.01.14D07:56:49.057365850,LO_oid584844,BARC.L,B,18085,181.12,,,
new,2020.01.14D07:56:49.057365850,LO_oid584845,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:54.833600643,LO_oid584894,BARC.L,B,18080,181.12,,,
new,2020.01.14D07:56:54.833600643,LO_oid584895,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:56:56.825654557,LO_oid584908,BARC.L,B,18078,181.12,,,
new,2020.01.14D07:56:56.825654557,LO_oid584909,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:57:10.554062113,LO_oid585062,BARC.L,B,16321,181.12,,,
new,2020.01.14D07:57:10.554062113,LO_oid585063,BARC.L,B,16540,181.12,,,
new,2020.01.14D07:57:10.554062113,LO_oid585064,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:58:15.168629348,LO_oid585622,BARC.L,B,16540,181.12,,,
new,2020.01.14D07:58:15.168629348,LO_oid585623,BARC.L,S,10223,173.82,,,
new,2020.01.14D07:58:15.172628429,LO_oid585638,BARC.L,B,16208,181.12,,,
new,2020.01.14D07:58:15.172628429,LO_oid585639,BARC.L,S,10223,173.82,,,
new,2020.01.14D07:58:15.379682566,LO_oid585646,BARC.L,B,16207,181.12,,,
new,2020.01.14D07:58:15.379682566,LO_oid585647,BARC.L,S,10223,173.82,,,
new,2020.01.14D07:58:15.383568566,LO_oid585648,BARC.L,B,16203,181.12,,,
new,2020.01.14D07:58:15.383568566,LO_oid585649,BARC.L,S,10223,173.82,,,
new,2020.01.14D07:58:28.715091039,LO_oid585754,BARC.L,B,16203,181.12,,,
new,2020.01.14D07:58:28.715091039,LO_oid585755,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:58:42.567747309,LO_oid585869,BARC.L,B,16207,181.12,,,
new,2020.01.14D07:58:42.567747309,LO_oid585870,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:58:44.806696202,LO_oid585871,BARC.L,B,16208,181.12,,,
new,2020.01.14D07:58:44.806696202,LO_oid585872,BARC.L,S,16393,173.82,,,
new,2020.01.14D07:59:08.834548771,LO_oid586053,BARC.L,B,16208,181.12,,,
new,2020.01.14D07:59:08.834548771,LO_oid586054,BARC.L,S,16228,170.78,,,
new,2020.01.14D07:59:13.202980877,LO_oid586142,BARC.L,B,16208,181.12,,,
new,2020.01.14D07:59:13.202980877,LO_oid586143,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:13.214933942,LO_oid586168,BARC.L,B,16208,181.12,,,
new,2020.01.14D07:59:13.214933942,LO_oid586169,BARC.L,S,3888,170.78,,,
new,2020.01.14D07:59:13.386934437,LO_oid586178,BARC.L,B,16207,181.12,,,
new,2020.01.14D07:59:13.386934437,LO_oid586179,BARC.L,S,3888,170.78,,,
new,2020.01.14D07:59:13.390731317,LO_oid586180,BARC.L,B,16203,181.12,,,
new,2020.01.14D07:59:13.390731317,LO_oid586181,BARC.L,S,3888,170.78,,,
new,2020.01.14D07:59:15.086785572,LO_oid586197,BARC.L,B,16203,181.12,,,
new,2020.01.14D07:59:15.086785572,LO_oid586198,BARC.L,S,3167,170.78,,,
new,2020.01.14D07:59:21.586062270,LO_oid586247,BARC.L,B,26553,181.12,,,
new,2020.01.14D07:59:21.586062270,LO_oid586248,BARC.L,S,3167,170.78,,,
new,2020.01.14D07:59:21.586377983,LO_oid586249,BARC.L,B,26833,181.12,,,
new,2020.01.14D07:59:21.586377983,LO_oid586250,BARC.L,S,3167,170.78,,,
new,2020.01.14D07:59:21.622011979,LO_oid586251,BARC.L,B,26833,181.12,,,
new,2020.01.14D07:59:21.622011979,LO_oid586252,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:22.494009165,LO_oid586259,BARC.L,B,31806,181.12,,,
new,2020.01.14D07:59:22.494009165,LO_oid586260,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:25.786154181,LO_oid586300,BARC.L,B,31848,181.12,,,
new,2020.01.14D07:59:25.786154181,LO_oid586301,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:28.790248494,LO_oid586340,BARC.L,B,31911,181.12,,,
new,2020.01.14D07:59:28.790248494,LO_oid586341,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:29.354276408,LO_oid586354,BARC.L,B,31942,181.12,,,
new,2020.01.14D07:59:29.354276408,LO_oid586355,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:31.774377070,LO_oid586422,BARC.L,B,31976,181.12,,,
new,2020.01.14D07:59:31.774377070,LO_oid586423,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:35.054628739,LO_oid586508,BARC.L,B,37588,182.36,,,
new,2020.01.14D07:59:35.054628739,LO_oid586509,BARC.L,S,3168,170.78,,,
new,2020.01.14D07:59:38.877727720,LO_oid586560,BARC.L,B,37588,182.36,,,
new,2020.01.14D07:59:38.877727720,LO_oid586561,BARC.L,S,9338,170.78,,,
new,2020.01.14D07:59:50.078096446,LO_oid586698,BARC.L,B,37588,182.36,,,
new,2020.01.14D07:59:50.078096446,LO_oid586699,BARC.L,S,10059,170.78,,,
new,2020.01.14D07:59:50.106122978,LO_oid586714,BARC.L,B,37745,182.36,,,
new,2020.01.14D07:59:50.106122978,LO_oid586715,BARC.L,S,10059,170.78,,,
new,2020.01.14D07:59:50.170092827,LO_oid586736,BARC.L,B,37887,182.36,,,
new,2020.01.14D07:59:50.170092827,LO_oid586737,BARC.L,S,10059,170.78,,,
new,2020.01.14D07:59:55.113730293,LO_oid586820,BARC.L,B,37902,182.36,,,
new,2020.01.14D07:59:55.113730293,LO_oid586821,BARC.L,S,10059,170.78,,,
new,2020.01.14D07:59:55.841783749,LO_oid586848,BARC.L,B,41660,182.36,,,
new,2020.01.14D07:59:55.841783749,LO_oid586849,BARC.L,S,10059,170.78,,,
new,2020.01.14D07:59:56.165400751,LO_oid586868,BARC.L,B,41660,182.36,,,
new,2020.01.14D07:59:56.165400751,LO_oid586869,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:56.201801277,LO_oid586872,BARC.L,B,41662,182.36,,,
new,2020.01.14D07:59:56.201801277,LO_oid586873,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:56.625832285,LO_oid586884,BARC.L,B,37344,182.48,,,
new,2020.01.14D07:59:56.625832285,LO_oid586885,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:57.469892044,LO_oid586914,BARC.L,B,37214,182.56,,,
new,2020.01.14D07:59:57.469892044,LO_oid586915,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:58.493964467,LO_oid586968,BARC.L,B,37217,182.56,,,
new,2020.01.14D07:59:58.493964467,LO_oid586969,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:58.617982356,LO_oid586974,BARC.L,B,37223,182.56,,,
new,2020.01.14D07:59:58.617982356,LO_oid586975,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:59:59.986070840,LO_oid587022,BARC.L,B,37224,182.56,,,
new,2020.01.14D07:59:59.986070840,LO_oid587023,BARC.L,S,10058,170.78,,,
new,2020.01.14D07:50:00.080257302,LO_oid580863,LLOY.L,B,1450,58,,,
new,2020.01.14D07:50:00.080257302,LO_oid580864,LLOY.L,S,5000,64.5,,,
new,2020.01.14D07:50:00.092673336,LO_oid580877,LLOY.L,B,1450,58,,,
new,2020.01.14D07:50:00.092673336,LO_oid580878,LLOY.L,S,55506,64.5,,,
new,2020.01.14D07:50:00.108672362,LO_oid580893,LLOY.L,B,1450,58,,,
new,2020.01.14D07:50:00.108672362,LO_oid580894,LLOY.L,S,166383,64.5,,,
new,2020.01.14D07:50:00.188221651,LO_oid580930,LLOY.L,B,1450,58,,,
new,2020.01.14D07:50:00.188221651,LO_oid580931,LLOY.L,S,191383,60.2,,,
new,2020.01.14D07:50:00.252682565,LO_oid580934,LLOY.L,B,30000,58.59,,,
new,2020.01.14D07:50:00.252682565,LO_oid580935,LLOY.L,S,191383,60.2,,,
new,2020.01.14D07:50:00.284142360,LO_oid580938,LLOY.L,B,30000,58.59,,,
new,2020.01.14D07:50:00.284142360,LO_oid580939,LLOY.L,S,221383,60.2,,,
new,2020.01.14D07:50:01.336162166,LO_oid580962,LLOY.L,B,30000,58.59,,,
new,2020.01.14D07:50:01.336162166,LO_oid580963,LLOY.L,S,191383,57.91,,,
new,2020.01.14D07:50:02.108345506,LO_oid581017,LLOY.L,B,243491,58.59,,,
new,2020.01.14D07:50:02.108345506,LO_oid581018,LLOY.L,S,191383,57.91,,,
new,2020.01.14D07:50:02.192297308,LO_oid581036,LLOY.L,B,243491,58.59,,,
new,2020.01.14D07:50:02.192297308,LO_oid581037,LLOY.L,S,192183,57.91,,,
new,2020.01.14D07:50:02.228245217,LO_oid581038,LLOY.L,B,213753,60,,,
new,2020.01.14D07:50:02.228245217,LO_oid581039,LLOY.L,S,192183,57.91,,,
new,2020.01.14D07:50:02.304304643,LO_oid581040,LLOY.L,B,213753,60,,,
new,2020.01.14D07:50:02.304304643,LO_oid581041,LLOY.L,S,172183,59,,,
new,2020.01.14D07:50:04.592344932,LO_oid581080,LLOY.L,B,213753,60,,,
new,2020.01.14D07:50:04.592344932,LO_oid581081,LLOY.L,S,192998,59,,,
new,2020.01.14D07:50:05.084414220,LO_oid581114,LLOY.L,B,213753,60,,,
new,2020.01.14D07:50:05.084414220,LO_oid581115,LLOY.L,S,183272,57,,,
new,2020.01.14D07:50:05.097002823,LO_oid581118,LLOY.L,B,213856,60,,,
new,2020.01.14D07:50:05.097002823,LO_oid581119,LLOY.L,S,183272,57,,,
new,2020.01.14D07:50:07.021128859,LO_oid581178,LLOY.L,B,213856,60,,,
new,2020.01.14D07:50:07.021128859,LO_oid581179,LLOY.L,S,183679,55.81,,,
new,2020.01.14D07:50:07.388523522,LO_oid581206,LLOY.L,B,224260,60,,,
new,2020.01.14D07:50:07.388523522,LO_oid581207,LLOY.L,S,183679,55.81,,,
new,2020.01.14D07:50:10.204645147,LO_oid581254,LLOY.L,B,349372,60,,,
new,2020.01.14D07:50:10.204645147,LO_oid581255,LLOY.L,S,183679,55.81,,,
new,2020.01.14D07:50:10.205338180,LO_oid581256,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:10.205338180,LO_oid581257,LLOY.L,S,183679,55.81,,,
new,2020.01.14D07:50:10.209341133,LO_oid581258,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:10.209341133,LO_oid581259,LLOY.L,S,186050,55.81,,,
new,2020.01.14D07:50:10.248657392,LO_oid581264,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:10.248657392,LO_oid581265,LLOY.L,S,200578,55.81,,,
new,2020.01.14D07:50:10.252664601,LO_oid581266,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:10.252664601,LO_oid581267,LLOY.L,S,276404,55.81,,,
new,2020.01.14D07:50:10.253343066,LO_oid581268,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:10.253343066,LO_oid581269,LLOY.L,S,336167,55.81,,,
new,2020.01.14D07:50:14.743864063,LO_oid581426,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:14.743864063,LO_oid581427,LLOY.L,S,356237,55.81,,,
new,2020.01.14D07:50:15.367960712,LO_oid581436,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:15.367960712,LO_oid581437,LLOY.L,S,356243,55.81,,,
new,2020.01.14D07:50:19.660081466,LO_oid581468,LLOY.L,B,368086,60,,,
new,2020.01.14D07:50:19.660081466,LO_oid581469,LLOY.L,S,633433,55.81,,,
new,2020.01.14D07:50:20.588148851,LO_oid581490,LLOY.L,B,372882,62.26,,,
new,2020.01.14D07:50:20.588148851,LO_oid581491,LLOY.L,S,633433,55.81,,,
new,2020.01.14D07:50:29.136629983,LO_oid581589,LLOY.L,B,539868,62.26,,,
new,2020.01.14D07:50:29.136629983,LO_oid581590,LLOY.L,S,633433,55.81,,,
new,2020.01.14D07:50:30.223692114,LO_oid581619,LLOY.L,B,539868,62.26,,,
new,2020.01.14D07:50:30.223692114,LO_oid581620,LLOY.L,S,633905,55.81,,,
new,2020.01.14D07:50:30.327756936,LO_oid581627,LLOY.L,B,539868,62.26,,,
new,2020.01.14D07:50:30.327756936,LO_oid581628,LLOY.L,S,643905,55.81,,,
new,2020.01.14D07:50:30.335761273,LO_oid581629,LLOY.L,B,539970,62.26,,,
new,2020.01.14D07:50:30.335761273,LO_oid581630,LLOY.L,S,643905,55.81,,,
new,2020.01.14D07:50:34.399892704,LO_oid581669,LLOY.L,B,539970,62.26,,,
new,2020.01.14D07:50:34.399892704,LO_oid581670,LLOY.L,S,673744,55.81,,,
new,2020.01.14D07:50:35.051946669,LO_oid581677,LLOY.L,B,575204,62.26,,,
new,2020.01.14D07:50:35.051946669,LO_oid581678,LLOY.L,S,673744,55.81,,,
new,2020.01.14D07:50:40.204167827,LO_oid581739,LLOY.L,B,634742,62.26,,,
new,2020.01.14D07:50:40.204167827,LO_oid581740,LLOY.L,S,673744,55.81,,,
new,2020.01.14D07:50:40.224116309,LO_oid581741,LLOY.L,B,634742,62.26,,,
new,2020.01.14D07:50:40.224116309,LO_oid581742,LLOY.L,S,726161,55.81,,,
new,2020.01.14D07:50:58.936082237,LO_oid581889,LLOY.L,B,649542,62.26,,,
new,2020.01.14D07:50:58.936082237,LO_oid581890,LLOY.L,S,726161,55.81,,,
new,2020.01.14D07:51:00.060648206,LO_oid581903,LLOY.L,B,729542,62.26,,,
new,2020.01.14D07:51:00.060648206,LO_oid581904,LLOY.L,B,730658,62.26,,,
new,2020.01.14D07:51:00.060648206,LO_oid581905,LLOY.L,S,726161,55.81,,,
new,2020.01.14D07:51:00.072657007,LO_oid581914,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:51:00.072657007,LO_oid581915,LLOY.L,S,726161,55.81,,,
new,2020.01.14D07:51:00.104650027,LO_oid581920,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:51:00.104650027,LO_oid581921,LLOY.L,S,726233,55.81,,,
new,2020.01.14D07:51:04.731380396,LO_oid581968,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:51:04.731380396,LO_oid581969,LLOY.L,S,774525,55.81,,,
new,2020.01.14D07:51:10.987672798,LO_oid582034,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:51:10.987672798,LO_oid582035,LLOY.L,S,799626,55.81,,,
new,2020.01.14D07:51:12.356428439,LO_oid582058,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:51:12.356428439,LO_oid582059,LLOY.L,S,824727,55.81,,,
new,2020.01.14D07:52:00.419208090,LO_oid582535,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:52:00.419208090,LO_oid582536,LLOY.L,S,825727,55.81,,,
new,2020.01.14D07:52:00.419604147,LO_oid582537,LLOY.L,B,832422,62.26,,,
new,2020.01.14D07:52:00.419604147,LO_oid582538,LLOY.L,S,826548,55.81,,,
new,2020.01.14D07:53:00.091184063,LO_oid582974,LLOY.L,B,810908,62.26,,,
new,2020.01.14D07:53:00.091184063,LO_oid582975,LLOY.L,S,826548,55.81,,,
new,2020.01.14D07:53:00.123564708,LO_oid582976,LLOY.L,B,810908,62.26,,,
new,2020.01.14D07:53:00.123564708,LO_oid582977,LLOY.L,S,826547,55.81,,,
new,2020.01.14D07:53:28.254551400,LO_oid583140,LLOY.L,B,810908,62.26,,,
new,2020.01.14D07:53:28.254551400,LO_oid583141,LLOY.L,S,826548,55.81,,,
new,2020.01.14D07:54:04.358876308,LO_oid583425,LLOY.L,B,810908,62.26,,,
new,2020.01.14D07:54:04.358876308,LO_oid583426,LLOY.L,S,826630,55.81,,,
new,2020.01.14D07:55:00.098200019,LO_oid583797,LLOY.L,B,794337,62.26,,,
new,2020.01.14D07:55:00.098200019,LO_oid583798,LLOY.L,S,826630,55.81,,,
new,2020.01.14D07:55:01.826326874,LO_oid583811,LLOY.L,B,794337,62.26,,,
new,2020.01.14D07:55:01.826326874,LO_oid583812,LLOY.L,S,827623,55.81,,,
new,2020.01.14D07:55:25.050504323,LO_oid584036,LLOY.L,B,794337,62.26,,,
new,2020.01.14D07:55:25.050504323,LO_oid584037,LLOY.L,S,827325,55.81,,,
new,2020.01.14D07:55:30.085759017,LO_oid584099,LLOY.L,B,794337,62.26,,,
new,2020.01.14D07:55:30.085759017,LO_oid584100,LLOY.L,S,827546,55.81,,,
new,2020.01.14D07:55:30.086568051,LO_oid584103,LLOY.L,B,794337,62.26,,,
new,2020.01.14D07:55:30.086568051,LO_oid584104,LLOY.L,S,827568,55.81,,,
new,2020.01.14D07:55:30.089720801,LO_oid584105,LLOY.L,B,794337,62.26,,,
new,2020.01.14D07:55:30.089720801,LO_oid584106,LLOY.L,S,827664,55.81,,,
new,2020.01.14D07:55:30.126566488,LO_oid584119,LLOY.L,B,794649,62.26,,,
new,2020.01.14D07:55:30.126566488,LO_oid584120,LLOY.L,S,827664,55.81,,,
new,2020.01.14D07:55:30.177703365,LO_oid584136,LLOY.L,B,794944,62.26,,,
new,2020.01.14D07:55:30.177703365,LO_oid584137,LLOY.L,S,827664,55.81,,,
new,2020.01.14D07:55:36.050064385,LO_oid584212,LLOY.L,B,794953,62.26,,,
new,2020.01.14D07:55:36.050064385,LO_oid584213,LLOY.L,S,827664,55.81,,,
new,2020.01.14D07:55:56.830122086,LO_oid584341,LLOY.L,B,794953,62.26,,,
new,2020.01.14D07:55:56.830122086,LO_oid584342,LLOY.L,S,1013171,46.995,,,
new,2020.01.14D07:55:56.966065352,LO_oid584343,LLOY.L,B,794953,62.26,,,
new,2020.01.14D07:55:56.966065352,LO_oid584344,LLOY.L,S,1013254,46.995,,,
new,2020.01.14D07:56:10.229768674,LO_oid584466,LLOY.L,B,794953,62.26,,,
new,2020.01.14D07:56:10.229768674,LO_oid584467,LLOY.L,S,1018332,46.995,,,
new,2020.01.14D07:56:29.233736274,LO_oid584662,LLOY.L,B,794953,62.26,,,
new,2020.01.14D07:56:29.233736274,LO_oid584663,LLOY.L,S,1043433,46.995,,,
new,2020.01.14D07:56:30.069814813,LO_oid584682,LLOY.L,B,794341,62.26,,,
new,2020.01.14D07:56:30.069814813,LO_oid584683,LLOY.L,S,1043433,46.995,,,
new,2020.01.14D07:56:31.733827283,LO_oid584698,LLOY.L,B,794341,62.26,,,
new,2020.01.14D07:56:31.733827283,LO_oid584699,LLOY.L,S,1289456,46.995,,,
new,2020.01.14D07:56:31.773837608,LO_oid584700,LLOY.L,B,794341,62.26,,,
new,2020.01.14D07:56:31.773837608,LO_oid584701,LLOY.L,S,1289457,46.995,,,
new,2020.01.14D07:56:31.777833689,LO_oid584702,LLOY.L,B,794341,62.26,,,
new,2020.01.14D07:56:31.777833689,LO_oid584703,LLOY.L,S,1341727,46.995,,,
new,2020.01.14D07:56:40.229266524,LO_oid584756,LLOY.L,B,794341,62.26,,,
new,2020.01.14D07:56:40.229266524,LO_oid584757,LLOY.L,S,1376646,46.995,,,
new,2020.01.14D07:56:40.637281952,LO_oid584786,LLOY.L,B,804341,62.26,,,
new,2020.01.14D07:56:40.637281952,LO_oid584787,LLOY.L,S,1376646,46.995,,,
new,2020.01.14D07:56:49.058761661,LO_oid584852,LLOY.L,B,804341,62.26,,,
new,2020.01.14D07:56:49.058761661,LO_oid584853,LLOY.L,S,1351545,46.995,,,
new,2020.01.14D07:56:54.489121117,LO_oid584888,LLOY.L,B,804341,62.26,,,
new,2020.01.14D07:56:54.489121117,LO_oid584889,LLOY.L,S,1351544,46.995,,,
new,2020.01.14D07:56:55.064988960,LO_oid584898,LLOY.L,B,804341,62.26,,,
new,2020.01.14D07:56:55.064988960,LO_oid584899,LLOY.L,S,1105521,46.995,,,
new,2020.01.14D07:56:55.065157024,LO_oid584900,LLOY.L,B,804341,62.26,,,
new,2020.01.14D07:56:55.065157024,LO_oid584901,LLOY.L,S,920076,55.81,,,
new,2020.01.14D07:57:00.069245015,LO_oid584937,LLOY.L,B,804953,62.26,,,
new,2020.01.14D07:57:00.069245015,LO_oid584938,LLOY.L,S,920076,55.81,,,
new,2020.01.14D07:57:00.865246605,LO_oid584961,LLOY.L,B,811629,62.26,,,
new,2020.01.14D07:57:00.865246605,LO_oid584962,LLOY.L,S,920076,55.81,,,
new,2020.01.14D07:57:01.261265823,LO_oid584979,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:01.261265823,LO_oid584980,LLOY.L,S,920076,55.81,,,
new,2020.01.14D07:57:21.429318557,LO_oid585139,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:21.429318557,LO_oid585140,LLOY.L,S,920075,55.81,,,
new,2020.01.14D07:57:21.433275694,LO_oid585141,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:21.433275694,LO_oid585142,LLOY.L,S,880941,55.81,,,
new,2020.01.14D07:57:38.053203222,LO_oid585237,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:38.053203222,LO_oid585238,LLOY.L,S,909478,55.81,,,
new,2020.01.14D07:57:40.229321662,LO_oid585241,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:40.229321662,LO_oid585242,LLOY.L,S,857061,55.81,,,
new,2020.01.14D07:57:40.230173272,LO_oid585243,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:40.230173272,LO_oid585244,LLOY.L,S,851983,55.81,,,
new,2020.01.14D07:57:40.230173272,LO_oid585245,LLOY.L,S,817064,55.81,,,
new,2020.01.14D07:57:40.230173272,LO_oid585246,LLOY.L,S,884668,55.81,,,
new,2020.01.14D07:57:44.797531912,LO_oid585336,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:57:44.797531912,LO_oid585337,LLOY.L,S,884669,55.81,,,
new,2020.01.14D07:58:10.252713782,LO_oid585560,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:58:10.252713782,LO_oid585561,LLOY.L,S,865572,55.81,,,
new,2020.01.14D07:58:15.169111469,LO_oid585626,LLOY.L,B,859429,62.26,,,
new,2020.01.14D07:58:15.169111469,LO_oid585627,LLOY.L,S,840471,55.81,,,
