instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
ACT,2015.06.02D20:30:34.002000000,OrderID4_actTest,LMT,new,B,10,0,,100,100,,FD_UUID_2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACTKey,,,ACTKey,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,104,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FD_UUID_2,GUI-FD_UUID_2-ITandATITAccount-ACT,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT2,2015.06.02D20:30:34.002000000,OrderID2_actTest,LMT,cancelled,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT2Key,,,ACT2Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,102,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT21,2015.06.02D20:30:34.002000000,OrderID21_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT21Key,,,ACT21Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT21,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT22,2015.06.02D20:30:34.002000000,OrderID22_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT22Key,,,ACT22Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT22,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT23,2015.06.02D20:30:34.002000000,OrderID23_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT23Key,,,ACT23Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT23,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT24,2015.06.02D20:30:34.002000000,OrderID24_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT24Key,,,ACT24Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT24,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID1,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID1,LMT,cancelled,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID2,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client2,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,102,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client2-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID2,LMT,cancelled,B,10,0,,100,100,,REF_FDUUID2,1,Client2,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,102,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client2-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID21,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID22,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID23,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.02D20:30:34.002000000,OrderID24,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.02D20:30:34.002000000,OrderID4,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client4,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,104,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client4-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.02D20:30:34.002000000,OrderID4,LMT,cancelled,B,10,0,,100,100,,REF_FDUUID2,1,Client4,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,104,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client4-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.02D20:30:34.002000000,OrderID5,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client5,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,105,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client5-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.02D20:30:34.002000000,OrderID5,LMT,cancelled,B,10,0,,100,100,,REF_FDUUID2,1,Client5,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,105,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client5-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.02D20:30:34.002000000,OrderID6,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client6,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,106,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client6-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
