instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
USM10,2010.03.03D12:00:10.000000000,TOP/OrderID411,LMT,new,S,5,0,,2000,2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775011,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID411,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:01:40.000000000,TOP/OrderID412,LMT,partiallyFilled,S,5,0,,2000,0,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775012,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID412,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:01:45.000000000,TOP/OrderID412,LMT,filled,S,5,0,,2000,-2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775012,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID412,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:01:50.000000000,TOP/OrderID413,LMT,partiallyFilled,S,5,0,,2000,0,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775013,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID413,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:01:55.000000000,TOP/OrderID413,LMT,filled,S,5,0,,2000,-2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775013,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID413,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:00.000000000,TOP/OrderID414,LMT,partiallyFilled,S,5,0,,2000,0,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID414,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:05.000000000,TOP/OrderID414,LMT,filled,S,5,0,,2000,-2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID414,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:10.000000000,TOP/OrderID415,LMT,partiallyFilled,S,5,0,,2000,0,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775011,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID415,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:15.000000000,TOP/OrderID415,LMT,filled,S,5,0,,2000,-2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775011,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID415,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:20.000000000,TOP/OrderID416,LMT,partiallyFilled,S,5,0,,2000,0,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775012,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID416,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:25.000000000,TOP/OrderID416,LMT,filled,S,5,0,,2000,-2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775012,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID416,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:30.000000000,TOP/OrderID417,LMT,partiallyFilled,S,5,0,,2000,0,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775013,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID417,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM10,2010.03.03D12:02:35.000000000,TOP/OrderID417,LMT,filled,S,5,0,,2000,-2000,,REF_FDTRADER556677,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775013,,GFD,agency,2018.10.25D01:48:20.493856000,,,FG555555,,,FG555555,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,2000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID417,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER556677,GUI-FDTRADER556677-12AB14-USM10,10540,,,,,,,,,,,MSG:OrderId: 84338699990134; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM11,2010.03.03D12:00:00.000000000,TOP/OrderID510,LMT,new,S,5,0,,2000,2000,,REF_FDTRADER667788,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:48:20.493856000,,,7777GHGHG,,,7777GHGHG,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID510,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER667788,GUI-FDTRADER667788-12AB14-USM11,10540,,,,,,,,,,,MSG:; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM11,2010.03.03D12:00:10.000000000,TOP/OrderID511,LMT,new,S,5,0,,2000,2000,,REF_FDTRADER667788,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775011,,GFD,agency,2018.10.25D01:48:20.493856000,,,7777GHGHG,,,7777GHGHG,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID511,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER667788,GUI-FDTRADER667788-12AB14-USM11,10540,,,,,,,,,,,MSG:; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM11,2010.03.03D12:00:20.000000000,TOP/OrderID512,LMT,new,S,5,0,,2000,2000,,REF_FDTRADER667788,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775012,,GFD,agency,2018.10.25D01:48:20.493856000,,,7777GHGHG,,,7777GHGHG,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID512,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER667788,GUI-FDTRADER667788-12AB14-USM11,10540,,,,,,,,,,,MSG:; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM11,2010.03.03D12:00:30.000000000,TOP/OrderID513,LMT,new,S,5,0,,2000,2000,,REF_FDTRADER667788,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775013,,GFD,agency,2018.10.25D01:48:20.493856000,,,7777GHGHG,,,7777GHGHG,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID513,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER667788,GUI-FDTRADER667788-12AB14-USM11,10540,,,,,,,,,,,MSG:; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM11,2010.03.03D12:00:35.000000000,TOP/OrderID514,LMT,new,S,5,0,,2000,2000,,REF_FDTRADER667788,1,12AB14,,CMEX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775013,,GFD,agency,2018.10.25D01:48:20.493856000,,,7777GHGHG,,,7777GHGHG,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,2000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CMEX,CMEX,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-TimeOrderPriority_DL_20100303.csv.gz,TOP/TradeID514,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTRADER667788,GUI-FDTRADER667788-12AB14-USM11,10540,,,,,,,,,,,MSG:; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
