eventType,eventTimestamp,executionID,orderID,instrumentID,side,quantity,price,trader,venueID,assetClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D21:38:35.350000000,25,BAS/1000016,BHP,S,15,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D21:39:36.360000000,26,BAS/1000017,BHP,S,20,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D20:38:35.002000000,9,BAS/1000006,SUBID1,S,15,1.06,REF_FDTRADER1,Exch1,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D20:39:36.002000000,10,BAS/1000007,SUBID1,S,20,1.06,REF_FDTRADER1,Exch1,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D15:00:11.000000000,B&S_S3_TradeID11,BAS_S3_OrderID11,bsSym3,B,100,5.0003,bsTrader3,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D15:00:12.000000000,B&S_S3_TradeID10,BAS_S3_OrderID10,bsSym3,B,100,5.0002,bsTrader3,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D15:00:13.000000000,B&S_S3_TradeID9,BAS_S3_OrderID9,bsSym3,B,100,5.0001,bsTrader3,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D15:00:14.000000000,B&S_S3_TradeID8,BAS_S3_OrderID8,bsSym3,B,100,5.0001,bsTrader3,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D15:00:15.000000000,B&S_S3_TradeID7,BAS_S3_OrderID7,bsSym3,B,400,5.0013,bsTrader3,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:13.000000000,B&S_S5_TradeID1B,BAS_S5_OrderID1B,bsSym5,B,100,6.0001,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:13.000000000,B&S_S5_TradeID1O,BAS_S5_OrderID1O,bsSym5,B,100,6.0002,otherTDR,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:14.000000000,B&S_S5_TradeID1Bb,BAS_S5_OrderID1Bb,bsSym5,B,100,6.0001,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:14.000000000,B&S_S5_TradeID2B,BAS_S5_OrderID2B,bsSym5,B,100,6.0001,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:14.002000000,B&S_S5_TradeID11,BAS_S5_OrderID11,bsSym5,B,99,5.9997,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:14.004000000,B&S_S5_TradeID5,BAS_S5_OrderID5,bsSym5,S,140,5.9999,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:16.000000000,B&S_S5_TradeID12,BAS_S5_OrderID12,bsSym5,B,198,5.9997,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:17.000000000,B&S_S5_TradeID13,BAS_S5_OrderID13,bsSym5,B,99,5.9997,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:18.000000000,B&S_S5_TradeID14,BAS_S5_OrderID14,bsSym5,B,198,5.9998,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:19.000000000,B&S_S5_TradeID6,BAS_S5_OrderID6,bsSym5,S,150,5.9999,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D16:00:19.000000000,B&S_S5_TradeID15,BAS_S5_OrderID15,bsSym5,B,99,5.9998,bsTrader5,CBT,COMM_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D09:38:35.350000000,B&S_S6_TradeID1,BAS_S6_OrderID6,bsSym6,S,15,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D09:39:36.360000000,B&S_S6_TradeID2,BAS_S6_OrderID7,bsSym6,S,20,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D23:59:59.000000000,B&S_S6_TradeID3,BAS_S6_OrderID70,bsSym6,S,20,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D21:38:35.350000000,B&S_S7_TradeID1,BAS_S7_OrderID6,bsSym7,S,15,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,2015.05.01D21:39:36.360000000,B&S_S7_TradeID2,BAS_S7_OrderID7,bsSym7,S,20,1.06,REF_FDTRADER2,Exch1,RATES_EXCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
