instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
AUDCAD,2015.08.24D14:57:30.000000005,FX-PR-6-4365,AFX,pendingNew,S,1.34,,1.34,42,0,,CBTraderID116,,,,FSS_FA_SEB,2,FX,TKTestSubtype43,,,,FX,,,FOK,principal,2018.10.25D02:06:38.794804000,,35,,TKTestISIN43,TKTestCUSIP43,FX-AUDCAD,FX-2-FX,FX-2-FX,,,,,,42,AED,FX-AED,,,119188221,pendingNew,,,FX-FSS_FA_SEB,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4365,4365,18650976,,,FX-CBTraderID116,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D14:57:30.000000007,FX-PR-6-4365,AFX,new,S,1.34,,1.34,42,0,,CBTraderID116,,,,FSS_FA_SEB,FX_OTC,REF_EcommProductName,TKTestSubtype41,,,,FX,,,FOK,principal,2018.10.25D02:06:38.794804000,,36,,TKTestISIN41,TKTestCUSIP41,FX-AUDCAD,FX-4-FXSPOT,FX-4-FXSPOT,,,,,,42,AED,FX-AED,,,119188221,new,,,FX-FSS_FA_SEB,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4365,4365,18650976,,,FX-CBTraderID116,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D14:57:30.000000025,FX-PR-11-4370,AFX,pendingNew,B,1.39,,1.39,6,0,,CBTraderID121,,,,FSS_FA_CITI,FX_OTC,REF_EcommProductName,TKTestSubtype41,,,,FX,,,ATX,principal,2018.10.25D02:06:38.794804000,,50,,TKTestISIN41,TKTestCUSIP41,FX-AUDCAD,FX-4-FXSPOT,FX-4-FXSPOT,,,,,,6,PLZ,FX-PLZ,,,119188226,pendingNew,,,FX-FSS_FA_CITI,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4370,4370,18650981,,,FX-CBTraderID121,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D14:57:30.000000027,FX-PR-11-4370,AFX,new,B,1.39,,1.39,6,0,,CBTraderID121,,,,FSS_FA_CITI,2,FX,TKTestSubtype43,,,,FX,,,ATX,principal,2018.10.25D02:06:38.794804000,,51,,TKTestISIN43,TKTestCUSIP43,FX-AUDCAD,FX-2-FX,FX-2-FX,,,,,,6,PLZ,FX-PLZ,,,119188226,new,,,FX-FSS_FA_CITI,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4370,4370,18650981,,,FX-CBTraderID121,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D15:57:30.000000000,FX-PR-16-4375,AFX,pendingNew,S,1.44,,1.44,2,0,,CBTraderID126,,,,RBS,2,FX,TKTestSubtype43,,,,FX,,,FOK,principal,2018.10.25D02:06:38.794804000,,66,,TKTestISIN43,TKTestCUSIP43,FX-AUDCAD,FX-2-FX,FX-2-FX,,,,,,2,USD,FX-USD,,,119188231,pendingNew,,,FX-RBS,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4375,4375,18650986,,,FX-CBTraderID126,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D15:57:30.000000000,FX-PR-16-4375,AFX,new,S,1.44,,1.44,2,0,,CBTraderID126,,,,RBS,FX_OTC,REF_EcommProductName,TKTestSubtype41,,,,FX,,,FOK,principal,2018.10.25D02:06:38.794804000,,67,,TKTestISIN41,TKTestCUSIP41,FX-AUDCAD,FX-4-FXSPOT,FX-4-FXSPOT,,,,,,2,USD,FX-USD,,,119188231,new,,,FX-RBS,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4375,4375,18650986,,,FX-CBTraderID126,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D15:57:33.000000000,FX-PR-2-4378,AFX,pendingNew,B,1.47,,1.47,8500000,0,,CBTraderID129,,,,BARCLAYS,2,FX,TKTestSubtype43,,,,FX,,,ATC,principal,2018.10.25D02:06:38.794804000,,75,,TKTestISIN43,TKTestCUSIP43,FX-AUDCAD,FX-2-FX,FX-2-FX,,,,,,8500000,AED,FX-AED,,,119188234,pendingNew,,,FX-BARCLAYS,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4378,4378,18650989,,,FX-CBTraderID129,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D15:57:33.000000000,FX-PR-2-4378,AFX,new,B,1.47,,1.47,8500000,0,,CBTraderID129,,,,BARCLAYS,FX_OTC,REF_EcommProductName,TKTestSubtype41,,,,FX,,,ATC,principal,2018.10.25D02:06:38.794804000,,76,,TKTestISIN41,TKTestCUSIP41,FX-AUDCAD,FX-4-FXSPOT,FX-4-FXSPOT,,,,,,8500000,AED,FX-AED,,,119188234,new,,,FX-BARCLAYS,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4378,4378,18650989,,,FX-CBTraderID129,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D15:57:36.000000002,FX-PR-5-4381,AFX,pendingNew,S,1.5,,1.5,125000,0,,CBTraderID132,,,,EBS_AI,2,FX,TKTestSubtype43,,,,FX,,,GTD,principal,2018.10.25D02:06:38.794804000,,84,,TKTestISIN43,TKTestCUSIP43,FX-AUDCAD,FX-2-FX,FX-2-FX,,,,,,125000,NZD,FX-NZD,,,119188237,pendingNew,,,FX-EBS_AI,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4381,4381,18650992,,,FX-CBTraderID132,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
AUDCAD,2015.08.24D15:57:36.000000002,FX-PR-5-4381,AFX,new,S,1.5,,1.5,125000,0,,CBTraderID132,,,,EBS_AI,FX_OTC,REF_EcommProductName,TKTestSubtype41,,,,FX,,,GTD,principal,2018.10.25D02:06:38.794804000,,85,,TKTestISIN41,TKTestCUSIP41,FX-AUDCAD,FX-4-FXSPOT,FX-4-FXSPOT,,,,,,125000,NZD,FX-NZD,,,119188237,new,,,FX-EBS_AI,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4381,4381,18650992,,,FX-CBTraderID132,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:56:34.000000000,FX-PR-1-4358,AFX,pendingNew,B,1.27,,1.27,90,0,,CBTraderID111,,,,PARFX,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,14,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,90,HUF,FX-HUF,,,119188214,pendingNew,,,FX-PARFX,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4358,4358,18650969,,,FX-CBTraderID111,,,,,,,,,,,,,MNO,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:56:34.000000000,FX-PR-1-4358,AFX,new,B,1.27,,1.27,90,0,,CBTraderID111,,,,PARFX,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,15,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,90,HUF,FX-HUF,,,119188214,new,,,FX-PARFX,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4358,4358,18650969,,,FX-CBTraderID111,,,,,,,,,,,,,MNO,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:56:35.000000000,FX-PR-1-4359,AFX,pendingNew,S,1.28,,1.28,70,0,,CBTraderID111,,,,PARFX,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,17,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,70,HUF,FX-HUF,,,119188215,pendingNew,,,FX-PARFX,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4359,4359,18650970,,,FX-CBTraderID111,,,,,,,,,,,,,PQR,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:56:35.000000000,FX-PR-1-4359,AFX,new,S,1.28,,1.28,70,0,,CBTraderID111,,,,PARFX,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,18,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,70,HUF,FX-HUF,,,119188215,new,,,FX-PARFX,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4359,4359,18650970,,,FX-CBTraderID111,,,,,,,,,,,,,PQR,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:29.999999998,FX-PR-3-4362,AFX,pendingNew,S,1.31,,1.31,12,0,,CBTraderID113,,,,EBS_DIRECT,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,26,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,12,USD,FX-USD,,,119188218,pendingNew,,,FX-EBS_DIRECT,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4362,4362,18650973,,,FX-CBTraderID113,,,,,,,,,,,,,YZA,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:29.999999998,FX-PR-3-4362,AFX,new,S,1.31,,1.31,12,0,,CBTraderID113,,,,EBS_DIRECT,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,27,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,12,USD,FX-USD,,,119188218,new,,,FX-EBS_DIRECT,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4362,4362,18650973,,,FX-CBTraderID113,,,,,,,,,,,,,YZA,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000017,FX-PR-9-4368,AFX,pendingNew,B,1.37,,1.37,100,0,,CBTraderID119,,,,FSS_FA_JPMC,4,FXSSP,TKTestSubtype43,,,,FX,,,ATC,principal,2018.10.25D02:06:38.794804000,,44,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,100,NZD,FX-NZD,,,119188224,pendingNew,,,FX-FSS_FA_JPMC,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4368,4368,18650979,,,FX-CBTraderID119,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000019,FX-PR-9-4368,AFX,new,B,1.37,,1.37,100,0,,CBTraderID119,,,,FSS_FA_JPMC,4,FXSSP,TKTestSubtype43,,,,FX,,,ATC,principal,2018.10.25D02:06:38.794804000,,45,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,100,NZD,FX-NZD,,,119188224,new,,,FX-FSS_FA_JPMC,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4368,4368,18650979,,,FX-CBTraderID119,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000021,FX-PR-10-4369,AFX,pendingNew,S,1.38,,1.38,80,0,,CBTraderID120,,,,FSS_FA_GS,4,FXSSP,TKTestSubtype43,,,,FX,,,GHX,principal,2018.10.25D02:06:38.794804000,,47,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,80,IRR,FX-IRR,,,119188225,pendingNew,,,FX-FSS_FA_GS,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4369,4369,18650980,,,FX-CBTraderID120,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000023,FX-PR-10-4369,AFX,new,S,1.38,,1.38,80,0,,CBTraderID120,,,,FSS_FA_GS,4,FXSSP,TKTestSubtype43,,,,FX,,,GHX,principal,2018.10.25D02:06:38.794804000,,48,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,80,IRR,FX-IRR,,,119188225,new,,,FX-FSS_FA_GS,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4369,4369,18650980,,,FX-CBTraderID120,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000029,FX-PR-12-4371,MKT,pendingNew,S,1.4,,1.4,100,0,,CBTraderID122,,,,FASTMATCH,4,FXSSP,TKTestSubtype43,,,,FX,,,DAY,principal,2018.10.25D02:06:38.794804000,,53,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,100,GBP,FX-GBP,,,119188227,pendingNew,,,FX-FASTMATCH,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4371,4371,18650982,,,FX-CBTraderID122,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000031,FX-PR-12-4371,MKT,new,S,1.4,,1.4,100,0,,CBTraderID122,,,,FASTMATCH,4,FXSSP,TKTestSubtype43,,,,FX,,,DAY,principal,2018.10.25D02:06:38.794804000,,54,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,100,GBP,FX-GBP,,,119188227,new,,,FX-FASTMATCH,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4371,4371,18650982,,,FX-CBTraderID122,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
BGNRON,2015.08.24D14:57:30.000000033,FX-PR-13-4372,AFX,pendingNew,S,1.41,,1.41,20,0,,CBTraderID123,,,,CURRENEX_UK,4,FXSSP,TKTestSubtype43,,,,FX,,,GTC,principal,2018.10.25D02:06:38.794804000,,56,,TKTestISIN43,TKTestCUSIP43,FX-BGNRON,FX-4-FXSSP,FX-4-FXSSP,,,,,,20,CZK,FX-CZK,,,119188228,pendingNew,,,FX-CURRENEX_UK,,,FX,FX,FX_ORDER_FIX.LD5.firm_20150824_D_1.1_BenchmarkManipulationPTT.csv.gz,FX-1191882,4372,4372,18650983,,,FX-CBTraderID123,,,,,,,,,,,,,,,,,,,,,5.94E+17,,,,FIX.PR.firmOrders2.2015.08.24.1.1.qbin,,,,,,,,,,,
