instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
USM6,2015.04.22D10:34:30.002000000,SM2470407/1111111,LMT,new,B,100,0,,1000,1000,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,1111111,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,1000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999600; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D10:41:06.003000000,SM2470407/4445555,LMT,new,B,10,0,,100,100,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,4445555,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999605; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:34:30.002000000,SM2470407/6666666,LMT,new,B,100,0,,1000,1000,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,6666666,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,1000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999606; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:34:35.003000000,SM2470407/6666666,LMT,partiallyFilled,B,50,0,,1000,500,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,6666666,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,500,,,500,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999606; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:34:37.003000000,SM2470407/6666666,LMT,replaced,B,25,0,,750,250,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,6666666,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,250,,,,CCY1041,BBG_TRADEBOOK-USD,,,,replaced,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999606; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:35:03.003000000,SM2470407/7777777,LMT,new,B,100,0,,1000,1000,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,7777777,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,1000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999607; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:31.003000000,SM2470407/7777777,LMT,partiallyFilled,B,50,0,,1000,500,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,7777777,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,500,,,500,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999607; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:32.003000000,SM2470407/7777777,LMT,cancelled,B,50,0,,1000,500,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,7777777,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,500,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999607; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:34.003000000,SM2470407/7773333,LMT,new,B,25,0,,250,250,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,7773333,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,250,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999608; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:36.003000000,SM2470407/8888888,LMT,new,B,100,0,,1000,1000,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,8888888,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,1000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999609; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:38.003000000,SM2470407/8888888,LMT,replaced,B,50,0,,500,500,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,8888888,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,500,,,,CCY1041,BBG_TRADEBOOK-USD,,,,replaced,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999609; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:40.003000000,SM2470407/8888888,LMT,partiallyFilled,B,25,0,,500,250,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,8888888,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,250,,,250,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999609; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:37:46.003000000,SM2470407/8888888,LMT,replaced,B,10,0,,350,100,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,8888888,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,replaced,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999609; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.04.22D11:40:47.003000000,SM2470407/9999999,LMT,new,B,100,0,,1000,1000,,REF_FDTrader123,1,12AB14,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,9999999,,Comdty,agency,2018.10.25D01:47:55.559281000,,,USM6,,,USM6,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,1000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Smoking_DL_20150422.csv.gz,SM2470407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader123,GUI-FDTrader123-12AB14-USM6,54321,,,,,,,,,,,MSG:OrderId: 8433869999610; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
