instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
USM6,2015.05.05D12:30:30.003000000,PO9807/1000001,LMT,new,S,150.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000001,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232211; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:31:30.011000000,PO9807/1000006,LMT,filled,S,175.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000006,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232216; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:31:48.011000000,PO9807/1000007,LMT,new,S,180.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000007,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232217; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:31:50.011000000,PO9807/1000007,LMT,filled,S,180.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000007,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232217; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:31:55.011000000,PO9807/1000008,LMT,new,S,175.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000008,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232218; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:32:05.011000000,PO9807/1000008,LMT,filled,S,175.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000008,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232218; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:34:10.011000000,PO9807/1000009,LMT,new,S,180.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000009,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232219; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.05D12:34:15.011000000,PO9807/1000009,LMT,filled,S,180.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000009,,GFD,agency,2018.11.14D08:45:11.796142000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders1_DL_20150505.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232219; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:30:30.003000000,PO9807/1000010,LMT,new,S,150.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000010,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232220; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:30:32.004000000,PO9807/1000010,LMT,filled,S,150.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000010,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232220; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:30:41.006000000,PO9807/1000011,LMT,new,S,155.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000011,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232221; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:30:45.007000000,PO9807/1000011,LMT,filled,S,155.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000011,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232221; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:30:52.009000000,PO9807/1000012,LMT,new,S,160.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000012,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232222; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:30:59.010000000,PO9807/1000012,LMT,filled,S,160.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000012,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232222; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:31:08.011000000,PO9807/1000013,LMT,new,S,165.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000013,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232223; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:31:10.011000000,PO9807/1000013,LMT,filled,S,165.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000013,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232223; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:31:15.011000000,PO9807/1000014,LMT,new,S,170.025,0,,75,75,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000014,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232224; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
USM6,2015.05.06D12:31:20.011000000,PO9807/1000014,LMT,filled,S,170.025,0,,75,0,,REF_FDTrader11,1,12AB14,,GCBOT,COMM_EXCH,Exchange Traded,,,,2016.12.02,BBG_TRADEBOOK,1000014,,GFD,agency,2018.11.14D08:45:26.355017000,,,ABC666ABC,,,ABC666ABC,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,75,,,75,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-PingOrders2_DL_20150506.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTrader11,GUI-FDTrader11-12AB14-USM6,10540,,,,,,,,,,,MSG:OrderId: 843386232224; orderType:LMT,,,,,,,,5.95E+17,,,,,,,,,,,,,,,
