instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
USM6,2015.05.22D00:00:00.945000000,PHISH_4,LMT,new,S,165.875,0,,85300,85300,,REF_FDTest1,1,FDAccount4,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:19.977640000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,85300,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing1_DL_20150522.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest1,GUI-FDTest1-FDAccount4-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999017; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.25D14:22:18.502000000,PHISH_12,LMT,new,B,165.875,0,,36700,36700,,REF_FDTest2,1,FDAccount3,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:32.105928000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,36700,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing2_DL_20150525.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest2,GUI-FDTest2-FDAccount3-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999025; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.25D14:51:45.230000000,PHISH_15,LMT,new,B,165.875,0,,80500,80500,,REF_FDTest3,1,FDAccount1,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:32.105928000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,80500,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing2_DL_20150525.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount1-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999026; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.25D15:50:55.290000000,PHISH_16,LMT,new,S,165.875,0,,47900,47900,,REF_FDTest3,1,FDAccount5,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:32.105928000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,47900,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing2_DL_20150525.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount5-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999027; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.25D16:30:27.533000000,PHISH_17,LMT,new,B,165.875,0,,450,450,,REF_FDTest3,1,FDAccount2,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:32.105928000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,450,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing2_DL_20150525.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount2-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999028; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:10:14.833000000,PHISH_21,LMT,new,S,165.875,0,,350,350,,REF_FDTest3,1,FDAccount5,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,350,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount5-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999032; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:10:16.971000000,PHISH_18,LMT,new,S,165.875,0,,350,350,,REF_FDTest3,1,FDAccount2,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,350,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount2-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999029; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:10:16.971000000,PHISH_18,LMT,filled,S,165.875,0,,350,0,,REF_FDTest3,1,FDAccount2,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,350,,,350,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount2-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999029; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:10:33.735000000,PHISH_19,LMT,new,S,165.875,0,,450,450,,REF_FDTest3,1,FDAccount6,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,450,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount6-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999030; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:10:41.257000000,PHISH_20,LMT,new,S,165.875,0,,200,200,,REF_FDTest3,1,FDAccount2,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,200,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest3,GUI-FDTest3-FDAccount2-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999031; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:11:22.130000000,PHISH_22,LMT,new,S,165.875,0,,450,450,,REF_FDTest4,1,FDAccount3,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,450,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest4,GUI-FDTest4-FDAccount3-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999033; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:11:50.303000000,PHISH_23,LMT,new,S,165.875,0,,70000,70000,,REF_FDTest4,1,FDAccount4,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,70000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/2,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest4,GUI-FDTest4-FDAccount4-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999034; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
USM6,2015.05.26D09:11:50.303000000,PHISH_23,LMT,filled,S,165.875,0,,70000,0,,REF_FDTest4,1,FDAccount6,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,5775010,,GFD,agency,2018.10.25D01:46:44.534779000,,,FG666666,,,FG666666,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,70000,,,70000,CCY1041,BBG_TRADEBOOK-USD,,,,restated,,tradeRestatement,GCBOT,GCBOT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_MF-Phishing3_DL_20150526.csv.gz,3980/20160407/5775010/4,843386990092 ZBM6,,,1,UBS,BBG_TRADEBOOK-FDTest4,GUI-FDTest4-FDAccount6-USM6,10540,,,,,,,,,,,MSG:OrderId: 84869999034; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
