instrumentID,eventTimestamp,executionID,eventType,orderID,side,price,strikePrice,quantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,tradeSystem,settlementDate,counterparty,underlyingInstrumentID,orderPlatform,tradePlatform,legalEntity,optionCallPut,internalTimestamp,sendingTime,tradeTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,multiLegReportingType,parentStrategyType,priceType,markup,markupRateToBase,val,qtyType,ccy,ccyKey,qty1,ccy1,ccy1Key,qty2,ccy2,ccy2Key,feeCcy,transStatus,reversalIndicator,internalTrade,matchType,trdType,crossType,secondaryTrdType,aggressorIndicator,venueKey,venueSegment,venueType,orderPlatformKey,tradingPlatformInstance,sourceConnection,tradeIDversion,secondaryTradeID,origTradeID,structureID,tradeLinkID,sourceTradeID,sourceTradeLinkID,platformTradeID,platformTradeLinkID,tradeDate,tradeInputDate,valueDate,settlType,settlMethod,quoteID,olink,qlink,udflink,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntityKey,salesID,salesIDKey,userIDKey,revUserID,revUserIDKey,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,payFrequency,receiveFrequency,payRollConvention,receiveRollConvention,payProjectionCurve,receiveProjectionCurve,payDiscountCurve,receiveDiscountCurve,payCalendar,receiveCalendar,payDayCountConvention,receiveDayCountConvention,couponRate,payCouponType,receiveCouponType,payType,calendarType,rateCode,rate,deliveryIndex,closingIndexValue,optionCallPut,optPayout,optPayoutType,capPrice,floorPrice,strikeMultiplier,strikePriceBoundaryMethod,complexEventType,complexEventPrice,complexEventCondition,complexOptPayoutAmount,complexEventStartDate,complexEventEndDate,quality,publicationIndicator,flag,validationKey,possDupFlag,origTransType,lastOperationSubType,underlyingKey,refObligation
itSym2Z,2015.06.02D15:00:00.000000000,itTradeID56,new,itOrderID56,B,10,0,1000,,itCompTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itSym2Z,,,itSym2Z,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itCompTrader,GUI-itCompTrader-Client1-itSym2Z,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.03D05:45:34.000000000,FEDS-FX-OTC7,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:37.501515000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,Y,,,,,,FEDS_EU_FX_InsiderTradingDay2.txt.gz,0,FDTRADE100,OTC7,,111222339,OTC7,,FEDS,,2015.06.03,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.03D05:45:34.000000000,FEDS-FX-OTC8,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:37.501515000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,N,,,,,,FEDS_EU_FX_InsiderTradingDay2.txt.gz,0,FDTRADE100,OTC8,,111222340,OTC8,,FEDS,,2015.06.03,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.05.21,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.03D05:45:34.000000000,FEDS-FX-OTC1,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:37.501515000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,,,,,,,FEDS_EU_FX_InsiderTradingDay2.txt.gz,0,FDTRADE100,OTC1,,111222341,OTC1,,FEDS,,2015.06.03,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.03D05:45:34.000000000,FEDS-FX-OTC2,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:37.501515000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,,,,,,,FEDS_EU_FX_InsiderTradingDay2.txt.gz,0,FDTRADE100,OTC2,,111222342,OTC2,,FEDS,,2015.06.03,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.05.21,,,FALSE,,5.94E+17,,,,,
EURUSD,2015.06.03D05:45:34.000000000,FEDS-FX-OTC2,new,7B6UM4H ,B,1,,100000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:37.501515000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,100000,,,,100000,EUR,FEDS-EUR,100000,USD,FEDS-USD,,,FALSE,FALSE,,1,,1,,,,,,,FEDS_EU_FX_InsiderTradingDay2.txt.gz,0,FDTRADE100,OTC2,,111222338,OTC2,,FEDS,,2015.06.03,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.05.21,,,FALSE,,5.94E+17,,,,,
itCompSym,2015.06.03D15:00:00.000000000,itTradeID58,new,itOrderID58,B,10,0,100,,itCompTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itCompSym,,,itCompSym,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itCompTrader,GUI-itCompTrader-Client1-itCompSym,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
itRefSym,2015.06.03D15:00:00.000000000,itTradeID43,new,itOrderID43,B,10,0,100,,itRefTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itRefSym,,,itRefSym,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itRefTrader,GUI-itRefTrader-Client1-itRefSym,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
itSym2Y,2015.06.03D16:00:00.000000000,itTradeID44,new,itOrderID44,B,10,0,900,,itRefTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itSym2Y,,,itSym2Y,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itRefTrader,GUI-itRefTrader-Client1-itSym2Y,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
itSym2Y,2015.06.03D16:00:00.000000000,itTradeID59,new,itOrderID59,B,10,0,900,,itCompTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itSym2Y,,,itSym2Y,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itCompTrader,GUI-itCompTrader-Client1-itSym2Y,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.04D05:45:34.000000000,FEDS-FX-OTC3,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:42.166504000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,Y,,,,,,FEDS_EU_FX_InsiderTradingDay3.txt.gz,0,FDTRADE100,OTC3,,111222349,OTC3,,FEDS,,2015.06.04,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.04D05:45:34.000000000,FEDS-FX-OTC4,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:42.166504000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,N,,,,,,FEDS_EU_FX_InsiderTradingDay3.txt.gz,0,FDTRADE100,OTC4,,111222350,OTC4,,FEDS,,2015.06.04,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.05.21,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.04D05:45:34.000000000,FEDS-FX-OTC5,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:42.166504000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,,,,,,,FEDS_EU_FX_InsiderTradingDay3.txt.gz,0,FDTRADE100,OTC5,,111222351,OTC5,,FEDS,,2015.06.04,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
EURAUD,2015.06.04D05:45:34.000000000,FEDS-FX-OTC6,new,7B6UM4H ,B,1.8,,110000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:42.166504000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,198000,,,,110000,EUR,FEDS-EUR,198000,AUD,FEDS-AUD,,,FALSE,FALSE,,1,,1,,,,,,,FEDS_EU_FX_InsiderTradingDay3.txt.gz,0,FDTRADE100,OTC6,,111222352,OTC6,,FEDS,,2015.06.04,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.05.21,,,FALSE,,5.94E+17,,,,,
EURUSD,2015.06.04D05:45:34.000000000,FEDS-FX-OTC3,new,7B6UM4H ,B,1,,100000,ABMA,CBFD,LYN,400010660,,,FX_OTC,1,0,,,,FEDS_OT,FEDS_OT,2015.03.13,CBPRIORITYBANKING,,,FEDS_OT,SGP,,2018.10.25D01:58:42.166504000,,,,,,,,FX,FEDS-FX-1,,,,0.0000253,,100000,,,,100000,EUR,FEDS-EUR,100000,USD,FEDS-USD,,,FALSE,FALSE,,1,,1,Y,,,,,,FEDS_EU_FX_InsiderTradingDay3.txt.gz,0,FDTRADE100,OTC3,,111222343,OTC3,,FEDS,,2015.06.04,,2015.03.13,,,,,,,LYN,,FEDS_OT-CBFD,FEDS_OT-400010660,FEDS-SGP,,,FEDS_OT-ABMA,,,FEDS-CBPRIORITYBANKING,,,,,;MEMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
