eventType,eventTimestamp,executionID,orderID,instrumentID,side,quantity,price,trader,venueID,assetClass,,,,,
new,2019.12.31D12:33:20.011000000,MI_MIS1TradeID9,MI0160407/1000010,MI_Sym,B,100,1.03,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D12:34:30.011000000,MI_MIS1TradeID10,MI0160407/1000011,MI_Sym,B,100,1.04,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D12:34:32.011000000,MI_MIS1TradeID11,MI0160407/1000012,MI_Sym,B,100,1.11,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D12:34:45.007000000,MI_MIS1TradeID12,MI0160407/1000002,MI_Sym,S,100,1.11,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D12:35:10.011000000,MI_MIS1TradeID13,MI0160407/1000004,MI_Sym,S,100,1.11,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D12:35:20.011000000,MI_MIS1TradeID14,MI0160407/1000005,MI_Sym,S,100,1.11,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D12:35:30.011000000,MI_MIS1TradeID15,MI0160407/1000006,MI_Sym,S,100,1.11,100,GCBOT,EQUITIES_EXCH_3,,,,,
new,2019.12.31D15:00:00.000000000,MI_MIS2TradeID1,MIOrderID1,MI_TRSym,B,1000,12.3401,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.001000000,MI_BMF-trade16,BMF-order16,MI_TRSym,B,1000,12.3401,BMF-trader16,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.004000000,MI_BMF-trade17,BMF-order17,MI_TRSym,B,2500,12.3402,BMF-trader17,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.005000000,MI_MIS2TradeID2,MIOrderID2,MI_TRSym,B,2000,12.3402,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.007000000,MI_MIS2TradeID2S,MIOrderID2S,MI_TRSym,S,4000,12.3402,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.010000000,MI_MIS2TradeID3,MIOrderID3,MI_TRSym,B,3000,12.3403,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.010000000,MI_CBT-trade1,CBT-order1,MI_TRSym,B,3000,12.3402,CBT-trader1,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.011000000,MI_BMF-trade18,BMF-order18,MI_TRSym,B,2500,12.3403,BMF-trader18,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.012000000,MI_BMF-trade19,BMF-order19,MI_TRSym,B,700,12.3403,BMF-trader19,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.014000000,MI_BMF-trade20,BMF-order20,MI_TRSym,B,9000,12.3404,BMF-trader20,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.015000000,MI_MIS2TradeID4,MIOrderID4,MI_TRSym,B,4000,12.3404,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.015000000,MI_BMF-trade21,BMF-order21,MI_TRSym,B,11000,12.3404,BMF-trader21,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.016000000,MI_MIS2TradeID5,MIOrderID5,MI_TRSym,B,5000,12.3405,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.016000000,MI_CBT-trade2,CBT-order2,MI_TRSym,B,5000,12.3405,CBT-trader2,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.016100000,MI_BMF-trade22,BMF-order22,MI_TRSym,B,12000,12.3405,BMF-trader22,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.016500000,MI_CBT-trade3,CBT-order3,MI_TRSym,B,10000,12.3406,CBT-trader3,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.016500000,MI_BMF-trade23,BMF-order23,MI_TRSym,B,15000,12.3405,BMF-trader23,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.017000000,MI_MIS2TradeID6,MIOrderID6,MI_TRSym,B,6000,12.3406,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.017000000,MI_BMF-trade24,BMF-order24,MI_TRSym,B,20000,12.3406,BMF-trader24,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.017200000,MI_CBT-trade4,CBT-order4,MI_TRSym,B,11000,12.3406,CBT-trader4,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.017500000,MI_CBT-trade5,CBT-order5,MI_TRSym,B,12000,12.3407,CBT-trader5,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.017500000,MI_BMF-trade25,BMF-order25,MI_TRSym,B,25000,12.3407,BMF-trader25,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.017800000,MI_CBT-trade6,CBT-order6,MI_TRSym,B,15000,12.3408,CBT-trader6,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.018000000,MI_MIS2TradeID7,MIOrderID7,MI_TRSym,B,7000,12.3407,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018000000,MI_MIS2TradeID8,MIOrderID8,MI_TRSym,B,8000,12.3408,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.018100000,MI_BMF-trade26,BMF-order26,MI_TRSym,B,30000,12.3408,BMF-trader26,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018200000,MI_CBT-trade7,CBT-order7,MI_TRSym,B,11000,12.3409,CBT-trader7,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.018200000,MI_BMF-trade27,BMF-order27,MI_TRSym,B,25000,12.3408,BMF-trader27,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018300000,MI_BMF-trade28,BMF-order28,MI_TRSym,B,9000,12.3408,BMF-trader28,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018400000,MI_BMF-trade29,BMF-order29,MI_TRSym,B,14000,12.3408,BMF-trader29,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018500000,MI_CBT-trade8,CBT-order8,MI_TRSym,B,12000,12.3409,CBT-trader8,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.018500000,MI_BMF-trade30,BMF-order30,MI_TRSym,B,33000,12.3408,BMF-trader30,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018600000,MI_BMF-trade31,BMF-order31,MI_TRSym,B,50000,12.3409,BMF-trader31,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018700000,MI_BMF-trade32,BMF-order32,MI_TRSym,B,45000,12.3409,BMF-trader32,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018800000,MI_BMF-trade33,BMF-order33,MI_TRSym,B,25000,12.3409,BMF-trader33,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018900000,MI_BMF-trade34,BMF-order34,MI_TRSym,B,31000,12.3409,BMF-trader34,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019000000,MI_MIS2TradeID9,MIOrderID9,MI_TRSym,B,9000,12.3409,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019000000,MI_CBT-trade9,CBT-order9,MI_TRSym,B,10000,12.3409,CBT-trader9,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.019100000,MI_BMF-trade35,BMF-order35,MI_TRSym,B,19000,12.3409,BMF-trader35,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019200000,MI_BMF-trade36,BMF-order36,MI_TRSym,B,60000,12.341,BMF-trader36,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019300000,MI_BMF-trade37,BMF-order37,MI_TRSym,B,72000,12.3411,BMF-trader37,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019400000,MI_BMF-trade38,BMF-order38,MI_TRSym,B,8000,12.3411,BMF-trader38,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019500000,MI_CBT-trade10,CBT-order10,MI_TRSym,B,25000,12.341,CBT-trader10,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.019500000,MI_BMF-trade39,BMF-order39,MI_TRSym,B,14000,12.3411,BMF-trader39,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019600000,MI_BMF-trade40,BMF-order40,MI_TRSym,B,80000,12.3411,BMF-trader40,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019700000,MI_BMF-trade41,BMF-order41,MI_TRSym,B,120000,12.3412,BMF-trader41,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019800000,MI_BMF-trade42,BMF-order42,MI_TRSym,B,100000,12.3412,BMF-trader42,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.019900000,MI_BMF-trade43,BMF-order43,MI_TRSym,B,25000,12.3412,BMF-trader43,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.020000000,MI_MIS2TradeID10,MIOrderID10,MI_TRSym,B,10000,12.341,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.020000000,MI_BMF-trade44,BMF-order44,MI_TRSym,B,150000,12.3413,BMF-trader44,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.021000000,MI_BMF-trade45,BMF-order45,MI_TRSym,B,40000,12.3413,BMF-trader45,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.022000000,MI_CBT-trade11,CBT-order11,MI_TRSym,B,11000,12.341,CBT-trader11,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.022000000,MI_BMF-trade46,BMF-order46,MI_TRSym,B,25000,12.3413,BMF-trader46,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.023000000,MI_CBT-trade12,CBT-order12,MI_TRSym,B,500,12.341,CBT-trader12,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.023000000,MI_BMF-trade47,BMF-order47,MI_TRSym,B,20000,12.3413,BMF-trader47,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.024000000,MI_BMF-trade48,BMF-order48,MI_TRSym,B,15000,12.3413,BMF-trader48,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.025000000,MI_MIS2TradeID11,MIOrderID11,MI_TRSym,S,11000,12.3412,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.026000000,MI_CBT-trade13,CBT-order13,MI_TRSym,B,10000,12.3411,CBT-trader13,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.026000000,MI_BMF-trade49,BMF-order49,MI_TRSym,B,15000,12.3412,BMF-trader49,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.028000000,MI_CBT-trade14,CBT-order14,MI_TRSym,B,8000,12.341,CBT-trader14,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.028000000,MI_BMF-trade50,BMF-order50,MI_TRSym,B,8000,12.3412,BMF-trader50,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.029000000,MI_CBT-trade15,CBT-order15,MI_TRSym,B,25000,12.341,CBT-trader15,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.030000000,MI_MIS2TradeID12,MIOrderID12,MI_TRSym,S,12000,12.3412,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D15:00:00.030000000,MI_BMF-trade51,BMF-order51,MI_TRSym,B,5000,12.3412,BMF-trader51,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.035000000,MI_BMF-trade52,BMF-order52,MI_TRSym,B,1000,12.3412,BMF-trader52,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.040000000,MI_BMF-trade53,BMF-order53,MI_TRSym,B,2000,12.3412,BMF-trader53,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.045000000,MI_MIS2TradeID13,MIOrderID13,MI_TRSym,S,15000,12.3411,FDTrader,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.100000000,MI_MIS2TradeID14,MIOrderID14,MI_TRSym,S,20000,12.3411,FDTrader,CBT,EQUITIES_EXCH_2,,,,,
new,2019.12.31D16:00:00.000000000,MI_MIS3TradeID1,10001,SpcPack20150508,S,2000,1.01,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:01:00.000000000,MI_MIS3TradeID2,10002,SpcPack20150508,S,5000,1.02,Trader20,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:02:30.300000000,MI_MIS3TradeID3,10003,SpcPack20150508,S,1000,1.01,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:03:00.000000000,MI_MIS3TradeID4,10004,SpcPack20150508,S,4000,1,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:04:00.000000000,MI_MIS3TradeID5,10005,SpcPack20150508,S,4000,1,Trader21,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:08:00.000000000,MI_MIS3TradeID6,10006,SpcPack20150508,S,4000,0.98,Trader22,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:12:00.000000000,MI_MIS3TradeID7,10007,SpcPack20150508,B,2000,0.95,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:14:30.300000000,MI_MIS3TradeID8,10008,SpcPack20150508,S,1000,0.93,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:15:30.300000000,MI_MIS3TradeID9,10009,SpcPack20150508,S,5000,0.92,Trader23,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:16:00.000000000,MI_MIS3TradeID10,10010,SpcPack20150508,S,5000,0.92,Trader24,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:17:00.000000000,MI_MIS3TradeID11,10011,SpcPack20150508,B,4000,0.94,Trader25,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:17:20.200000000,MI_MIS3TradeID12,10012,SpcPack20150508,S,3000,0.91,Trader26,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:17:49.490000000,MI_MIS3TradeID13,10013,SpcPack20150508,S,2000,0.89,Trader27,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:18:00.000000000,MI_MIS3TradeID14,10014,SpcPack20150508,S,4000,0.87,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:19:30.300000000,MI_MIS3TradeID15,10015,SpcPack20150508,B,5000,0.89,Trader28,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:20:00.000000000,MI_MIS3TradeID16,10016,SpcPack20150508,B,5000,0.9,Trader29,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:20:10.100000000,MI_MIS3TradeID17,10017,SpcPack20150508,S,2000,0.89,Trader30,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:20:30.300000000,MI_MIS3TradeID18,10018,SpcPack20150508,S,3000,0.89,Trader31,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:20:45.450000000,MI_MIS3TradeID19,10019,SpcPack20150508,B,1000,0.89,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:21:10.100000000,MI_MIS3TradeID20,10020,SpcPack20150508,S,5000,0.87,Trader32,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:21:55.550000000,MI_MIS3TradeID21,10021,SpcPack20150508,S,2000,0.85,Trader33,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:22:10.100000000,MI_MIS3TradeID22,10022,SpcPack20150508,S,3000,0.84,Trader34,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:22:40.400000000,MI_MIS3TradeID23,10023,SpcPack20150508,S,2000,0.82,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:23:20.200000000,MI_MIS3TradeID24,10024,SpcPack20150508,S,5000,0.84,Trader35,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:24:20.200000000,MI_MIS3TradeID25,10025,SpcPack20150508,S,2000,0.85,Trader36,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:25:00.000000000,MI_MIS3TradeID26,10026,SpcPack20150508,S,15000,0.79,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:25:05.050000000,MI_MIS3TradeID27,10027,SpcPack20150508,B,2000,0.79,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D16:25:06.060000000,MI_MIS3TradeID28,10028,SpcPack20150508,B,4000,0.78,mainTraderID,BBG,COMM_EXCH,,,,,
new,2019.12.31D15:00:00.012000000,MI_BMF-trade54,BMF-order54,otherSym,B,2000000,102.5,BMF-trader54,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D15:00:00.018300000,MI_BMF-trade55,BMF-order55,otherSym,B,3000000,102.6,BMF-trader55,BMF,EQUITIES_EXCH_1,,,,,
new,2019.12.31D21:30:29.005000000,3980/20160407/5775010/2,OTT0160407/577501019,USM5,B,200000,1.3501,REF_FDTraderX,GCBOT,COMM_EXCH,,,,,
